x,y,z,yaw,velocity,change_flag
264.1863,247.6612,1.7479,0.0004,10.0000,0
269.1861,247.6633,1.7906,0.0004,10.0000,0
274.1859,247.6655,1.8333,0.0004,10.0000,0
279.1857,247.6676,1.8760,0.0004,10.0000,0
284.1856,247.6698,1.9187,0.0004,10.0000,0
289.1854,247.6719,1.9614,0.0004,10.0000,0
294.1852,247.6741,2.0041,0.0004,10.0000,0
299.1850,247.6762,2.0468,0.0004,10.0000,0
304.1848,247.6783,2.0895,0.0004,10.0000,0
309.1846,247.6805,2.1322,0.0004,10.0000,0
314.1845,247.6826,2.1749,0.0004,10.0000,0
314.6011,247.6828,2.1784,0.0268,10.0000,0
319.5941,247.8168,2.4070,0.0268,10.0000,0
324.5870,247.9508,2.6356,0.0268,10.0000,0
329.5800,248.0848,2.8642,0.0268,10.0000,0
334.5730,248.2188,3.0928,0.0268,10.0000,0
337.8504,248.3067,3.2429,0.7250,10.0000,0
341.5770,251.6081,3.7047,0.7250,10.0000,0
342.8897,252.7710,3.8674,1.5992,10.0000,0
342.7475,257.7685,3.9390,1.5992,10.0000,0
342.6066,262.7198,4.0099,1.5187,10.0000,0
342.8670,267.7094,3.8206,1.5187,10.0000,0
343.1273,272.6990,3.6312,1.5187,10.0000,0
343.3877,277.6887,3.4419,1.5187,10.0000,0
343.6481,282.6783,3.2525,1.5187,10.0000,0
343.9085,287.6679,3.0632,1.5187,10.0000,0
344.1543,292.3788,2.8844,2.1977,10.0000,0
341.2215,296.4280,2.8281,2.1977,10.0000,0
338.2887,300.4771,2.7718,2.1977,10.0000,0
335.3558,304.5262,2.7155,2.1977,10.0000,0
332.4230,308.5753,2.6592,2.1977,10.0000,0
330.2392,311.5904,2.6173,1.5868,10.0000,0
330.1592,316.5896,2.5858,1.5868,10.0000,0
330.0793,321.5889,2.5543,1.5868,10.0000,0
329.9993,326.5882,2.5228,1.5868,10.0000,0
329.9193,331.5874,2.4913,1.5868,10.0000,0
329.7533,337.1789,2.4870,1.5868,10.0000,0
